,comment,label
302,hitomi kobayashi note fair use image blp infobox removed currently approved practice believe though image adhered policy originally uploaded fair use image film poster video cover section film video removed decorative even though still fit current policy least policy last checked unless film poster removed article film biased removal give fuck course seen kind shit go one reason come realisation complete waste time contribute content wikipedia place chat troll mention seem one admins seem give fuck occasionally,toxic
303,happy dream nap,not_toxic
304,yeah hoe,toxic
305,better archive editing go fuck one tesao type archive,toxic
306,lying as hoe lol,toxic
307,woke terrorist attack orlando bombing airpo wtf world become,not_toxic
308,interesting thanks skip,not_toxic
309,usc senior rb anthony brown call head coach steve sarkisian racist quits team httptcojoosdsubir he bitch,toxic
310,announce first hatched gt,not_toxic
311,wanna find truth somebody tell em watch real bitch nigga hoe come em,toxic
312,shit jus turned bitch dat grown shit,toxic
313,june utc travis accepted long ago diaper fetishizing queer censorship ok avoid embarassment really quite anachronism goose stepping homo sex,not_toxic
314,giving,not_toxic
315,final tweet inspire accredited g work many congrats living,not_toxic
316,velvet sky guy gonna get profile running,not_toxic
317,nothing shoe ignorant twat,toxic
318,fucking cunt,toxic
319,receptionist im always forced talk racist cunt called error said shell call min nothing,toxic
320,agree one overlapping article practical theme negative effect easy use wikipedia article grows much least kb must start think saperate one good connection particle,not_toxic
321,weird tit article full lulz wtf,toxic
322,blow right freedom speech edit wikipedia fuck rape anally vaginally good day,toxic
323,look forward fuck ing as well,toxic
324,cat cat camper treat ill play,not_toxic
325,whats reaction poster,not_toxic
326,love know,not_toxic
327,military base experimentation room,not_toxic
328,word encouragement user damemk case dispute user engaged bulgarian nationalistic propaganda damemk come conclusion bulgarian th century nationalistic propaganda english wikipedia user laveol one prominent editor wikipedia contributing false information article republic macedonia macedonian nation history language culture sport else spending lot time working cause pushing bulgarian nature article domain republic macedonia far gone pushing propaganda see wikipedia wikiproject romacedonia listed member word concern macedonian article english wikipedia great damage done user laveol user bulgarian anti macedonian propaganda hopefully internet access becoming affordable people republic macedonia thing go right direction removing bulgarian propaganda macedonian article cleaning false fabricated information giving fact world view macedonian science source much time hopefully able find coming period open collaboration effort goal expecting user laveol continue bulgarian nationalistic propaganda polluting domain domain republic macedonia simply able find way continue work agenda try remove false claim contribute fact macedonia macedonian nation history lanugage culture sport damemk hope write something least show user talk damemk user talk ejanev user insight user name ejanev user using contribute wikipedia ejanev composed first letter name emil last name janev user damemk separate user probably user name comming dame macedonian first name mk code republic macedonia happen canada born republic macedonia lived moved usa first canada year yes false information bulgarian nationalistic propaganda originating th century st century used negate macedonian nation attribute user laveol reason editing action wikipedia user editor republic macedonia macedonian origin view bulgarian nationalistic propaganda already infiltrated macedonian article watch contribution special contribution laveol see action engagement negating macedonian nation attribute,not_toxic
329,men really like men,not_toxic
330,aww shut fuck little whiny bitch,toxic
331,people deleting link forum like lpn ezp lp useful link tolg open locksport guide wiki removed useful,not_toxic
332,old bitch hoe,toxic
333,rt thats sport forget arrogance amp trash talking making people feel like part,not_toxic
334,year old editor probably sh t pant name oh yeah super hamster oh god super hamsterbold text gonna save fuck world gimme break stupid wikipedians go get life fuck willy wheel baby,toxic
335,high back around,not_toxic
336,cleanup another big cleanup removed personal commentary rumour added citation rewrote lot make formal style remove emotive language first attempt hope ok get warning etc page,not_toxic
337,wp film coordinator hey saw message concerning upcoming election wp film concerning project coordinator might adding bit confused concerning scope responsibility largely updating reviewing article aiding establishment task force least far see coordinator generally specialize various area e one handle task force others reviewing combination duty wondering whether could specialize coordinator featured list rank second term total featured list made among wikipedians good grasp required fl status elected probably would work towards encouraging featured list wp film scope certainly host list could pushed fl status coordinated effort said understand relatively new film project might suitable candidate familiar project curious thought matter cheer converse,not_toxic
338,know today really sunk finish first year high school bittersweet moment,not_toxic
